Suburb,Rooms,Type,Price,Method,Real estate,Distance,Bathroom,Car,Land size,Building area,Year built,Council area,Lattitude,Longtitude,Region name,Property count,Year Sold,Month Sold
Caulfield South,3,h,1460000.0,S,hockingstuart,9.3,1.0,2.0,451.0,121.0,1960.0,Glen Eira,-37.8874,145.019,Southern Metropolitan,5051.0,2016,3
Yarraville,3,h,1005000.0,S,Sweeney,7.0,1.0,1.0,438.0,115.0,1960.0,Maribyrnong,-37.8177,144.8711,Western Metropolitan,6543.0,2016,7
Hawthorn,3,h,1420000.0,S,Marshall,4.6,1.0,0.0,218.0,108.0,1890.0,Boroondara,-37.8214,145.0437,Southern Metropolitan,11308.0,2016,7
Ringwood East,4,h,1200000.0,S,Real,21.3,1.0,1.0,833.0,151.0,1960.0,Maroondah,-37.811859999999996,145.25419,Eastern Metropolitan,4407.0,2017,3
Donvale,5,h,1328000.0,S,Jellis,16.1,3.0,3.0,785.0,252.0,1980.0,Manningham,-37.78148,145.17818,Eastern Metropolitan,4790.0,2017,12
Seddon,2,h,940000.0,S,Jellis,5.1,1.0,0.0,207.0,94.0,1910.0,Maribyrnong,-37.8071,144.88912,Western Metropolitan,2417.0,2017,5
Preston,3,h,735000.0,S,hockingstuart,8.8,1.0,2.0,369.0,94.0,1950.0,Darebin,-37.7359,144.985,Northern Metropolitan,14577.0,2016,8
North Melbourne,3,h,1340000.0,S,W.B.,2.3,1.0,0.0,83.0,129.0,1980.0,Melbourne,-37.7987,144.9497,Northern Metropolitan,6821.0,2017,4
Templestowe Lower,2,t,678000.0,S,Barry,13.8,1.0,1.0,340.0,90.0,1980.0,Manningham,-37.7564,145.1195,Eastern Metropolitan,5420.0,2016,10
Mill Park,3,h,556500.0,S,LJ,17.9,1.0,2.0,526.0,113.2,1985.0,Whittlesea,-37.67561,145.05641,Northern Metropolitan,10529.0,2017,3
Bentleigh East,3,t,830000.0,PI,Buxton,13.9,2.0,2.0,292.0,141.0,2012.0,Glen Eira,-37.9168,145.069,Southern Metropolitan,10969.0,2016,4
Collingwood,3,t,897500.0,S,Jellis,1.6,2.0,1.0,82.0,82.0,1995.0,Yarra,-37.7961,144.9873,Northern Metropolitan,4553.0,2016,5
Elwood,3,h,1520000.0,S,Chisholm,7.7,2.0,1.0,362.0,138.0,1900.0,Port Phillip,-37.8772,144.9904,Southern Metropolitan,8989.0,2017,5
South Melbourne,2,u,595000.0,S,hockingstuart,2.1,1.0,1.0,0.0,76.0,2004.0,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943.0,2016,7
Moonee Ponds,3,h,1170000.0,S,Re,6.9,1.0,1.0,443.0,102.0,1930.0,Moonee Valley,-37.7585,144.928,Western Metropolitan,6232.0,2016,8
Viewbank,4,h,1005000.0,S,Darren,13.8,2.0,1.0,696.0,183.0,1950.0,Banyule,-37.7395,145.0875,Eastern Metropolitan,2698.0,2016,7
Bentleigh East,4,h,1015000.0,S,C21,13.9,2.0,3.0,625.0,198.0,1997.0,Glen Eira,-37.9374,145.0726,Southern Metropolitan,10969.0,2016,8
Hawthorn,1,u,317500.0,S,Noel,4.6,1.0,0.0,0.0,55.0,1957.0,Boroondara,-37.826,145.0239,Southern Metropolitan,11308.0,2017,8
Williamstown,3,t,1460000.0,S,Greg,8.0,2.0,2.0,506.0,180.0,2010.0,Hobsons Bay,-37.8658,144.8857,Western Metropolitan,6380.0,2016,10
Sunshine,2,t,410000.0,SP,Barry,12.6,2.0,2.0,204.0,85.0,2008.0,Brimbank,-37.7982,144.82299999999995,Western Metropolitan,3755.0,2016,5
Kew,4,h,2350000.0,VB,Jellis,5.6,2.0,2.0,861.0,358.0,1983.0,Boroondara,-37.8047,145.0534,Southern Metropolitan,10331.0,2016,9
Chelsea,3,h,840000.0,S,Ray,27.0,2.0,2.0,534.0,126.0,1975.0,Kingston,-38.04683,145.1261,South-Eastern Metropolitan,3906.0,2017,3
Glenroy,3,h,780000.0,PI,Brad,13.0,1.0,2.0,742.0,101.0,1970.0,Moreland,-37.702,144.9538,Northern Metropolitan,8870.0,2017,6
Oak Park,3,h,706000.0,PI,Eview,11.5,1.0,0.0,715.0,111.0,1960.0,Moreland,-37.7143,144.9092,Northern Metropolitan,2651.0,2016,7
Northcote,2,h,1095000.0,S,Ray,5.5,1.0,2.0,306.0,86.0,1910.0,Darebin,-37.7644,145.004,Northern Metropolitan,11364.0,2016,8
Brunswick,3,h,1210000.0,S,Nelson,5.2,2.0,1.0,280.0,130.0,1890.0,Moreland,-37.7719,144.9661,Northern Metropolitan,11918.0,2016,8
Heidelberg,3,h,1195000.0,S,Miles,10.6,1.0,1.0,662.0,159.0,1950.0,Banyule,-37.7507,145.062,Eastern Metropolitan,2890.0,2016,9
Malvern East,4,h,2355000.0,S,Marshall,11.2,2.0,3.0,0.0,223.0,1915.0,Stonnington,-37.8755,145.0523,Southern Metropolitan,8801.0,2016,3
Brunswick East,3,h,1495000.0,S,Nelson,4.5,1.0,1.0,259.0,130.0,1920.0,Moreland,-37.7762,144.9755,Northern Metropolitan,5533.0,2017,4
Doncaster,4,h,1810000.0,S,Jellis,13.9,2.0,4.0,769.0,240.0,1970.0,Manningham,-37.7781,145.1337,Eastern Metropolitan,9028.0,2016,5
Brunswick,2,h,650000.0,S,Jellis,5.2,1.0,1.0,108.0,70.0,1970.0,Moreland,-37.75715,144.96823999999995,Northern Metropolitan,11918.0,2017,7
Burwood,4,u,800000.0,PI,Lindellas,11.7,2.0,1.0,0.0,150.0,1950.0,Whitehorse,-37.8507,145.109,Southern Metropolitan,5678.0,2016,5
Reservoir,3,h,510000.0,PI,Barry,11.2,1.0,2.0,543.0,135.0,1965.0,Darebin,-37.6946,144.9962,Northern Metropolitan,21650.0,2016,6
Mernda,4,h,670000.0,S,Harcourts,25.9,2.0,2.0,512.0,221.0,2012.0,Whittlesea,-37.58676,145.08889,Northern Metropolitan,5812.0,2017,1
Cheltenham,3,h,877000.0,S,Ray,17.9,1.0,2.0,533.0,135.0,1965.0,Kingston,-37.96257,145.08252,Southern Metropolitan,9758.0,2017,6
Hawthorn East,5,h,1700000.0,S,Marshall,7.5,3.0,2.0,431.0,203.0,1920.0,Boroondara,-37.825,145.0536,Southern Metropolitan,6482.0,2016,6
Burwood,2,h,1815000.0,S,Lindellas,11.7,1.0,1.0,698.0,196.0,1960.0,Whitehorse,-37.8518,145.1278,Southern Metropolitan,5678.0,2017,5
Brunswick,3,u,1044000.0,S,Jellis,5.2,1.0,1.0,0.0,85.0,2000.0,Moreland,-37.773,144.9624,Northern Metropolitan,11918.0,2016,7
Niddrie,4,h,1080000.0,S,Nelson,11.2,3.0,2.0,539.0,162.0,1976.0,Moonee Valley,-37.7444,144.8847,Western Metropolitan,2291.0,2016,9
Hadfield,3,h,550000.0,SP,Brad,12.1,1.0,3.0,610.0,142.0,1960.0,Moreland,-37.7107,144.9419,Northern Metropolitan,2606.0,2016,5
Ascot Vale,2,u,442000.0,S,Alexkarbon,5.9,1.0,1.0,0.0,62.0,1975.0,Moonee Valley,-37.7733,144.9219,Western Metropolitan,6567.0,2016,6
Melbourne,3,u,750000.0,S,Greg,2.8,2.0,1.0,0.0,122.0,1998.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0,2016,10
Abbotsford,2,u,500000.0,S,Collins,2.5,1.0,1.0,0.0,60.0,1970.0,Yarra,-37.8015,144.9972,Northern Metropolitan,4019.0,2016,6
Hawthorn East,3,u,935000.0,PI,Noel,7.5,2.0,1.0,144.0,107.0,1975.0,Boroondara,-37.8435,145.0497,Southern Metropolitan,6482.0,2016,10
Ascot Vale,3,h,1530000.0,S,Nelson,4.3,2.0,1.0,257.0,162.0,1915.0,Moonee Valley,-37.77727,144.92655,Western Metropolitan,6567.0,2017,5
Strathmore,4,h,810000.0,PI,Nelson,9.7,1.0,1.0,543.0,137.0,1960.0,Moonee Valley,-37.7199,144.9044,Western Metropolitan,3284.0,2017,6
Brunswick West,2,t,735000.0,S,Jellis,5.9,1.0,2.0,120.0,109.0,2004.0,Moreland,-37.7659,144.9487,Northern Metropolitan,7082.0,2016,9
Pascoe Vale,3,t,430000.0,VB,Trimson,9.9,2.0,1.0,146.0,106.0,2006.0,Moreland,-37.7152,144.9346,Northern Metropolitan,7485.0,2016,6
Windsor,2,u,580000.0,VB,Jellis,5.1,2.0,1.0,0.0,78.0,2012.0,Port Phillip,-37.8558,144.9903,Southern Metropolitan,4380.0,2016,3
Brunswick West,2,u,370000.0,S,Ray,5.9,1.0,1.0,2120.0,59.0,1960.0,Moreland,-37.7524,144.9347,Northern Metropolitan,7082.0,2017,3
Hawthorn East,2,u,555000.0,S,Marshall,7.5,1.0,2.0,0.0,64.0,1970.0,Boroondara,-37.8254,145.0474,Southern Metropolitan,6482.0,2017,4
Armadale,3,h,1870000.0,S,Hodges,6.3,1.0,1.0,217.0,116.0,1888.0,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836.0,2017,4
Viewbank,3,h,770000.0,S,Barry,13.8,2.0,2.0,577.0,135.0,1970.0,Banyule,-37.7376,145.0895,Eastern Metropolitan,2698.0,2016,4
Surrey Hills,4,h,1812500.0,S,Marshall,11.2,2.0,2.0,715.0,230.0,1920.0,Whitehorse,-37.8325,145.1114,Southern Metropolitan,5457.0,2016,8
South Yarra,3,t,1250000.0,S,Kay,3.3,2.0,1.0,80.0,118.0,2003.0,Stonnington,-37.8416,144.9923,Southern Metropolitan,14887.0,2016,7
Templestowe Lower,5,h,750000.0,PI,hockingstuart,13.8,3.0,4.0,800.0,335.0,2006.0,Manningham,-37.7696,145.1078,Eastern Metropolitan,5420.0,2016,12
Footscray,2,u,571000.0,S,hockingstuart,6.4,2.0,1.0,0.0,78.0,2013.0,Maribyrnong,-37.8025,144.9073,Western Metropolitan,7570.0,2016,7
Hawthorn,2,u,450000.0,PI,Jellis,5.3,1.0,1.0,1540.0,71.0,1965.0,Boroondara,-37.82824,145.03136999999995,Southern Metropolitan,11308.0,2017,1
Niddrie,4,h,1130000.0,SP,Nelson,10.4,2.0,2.0,650.0,163.0,1975.0,Moonee Valley,-37.73435,144.8768,Western Metropolitan,2291.0,2017,7
Brighton,4,h,2700000.0,SP,Nick,11.2,2.0,2.0,732.0,333.0,1925.0,Bayside,-37.8987,144.9953,Southern Metropolitan,10579.0,2016,11
Camberwell,4,h,2015000.0,S,Jellis,7.8,1.0,4.0,772.0,145.0,1920.0,Boroondara,-37.8441,145.0806,Southern Metropolitan,8920.0,2016,11
Greensborough,3,h,740000.0,S,Darren,16.1,1.0,3.0,580.0,142.0,1962.0,Banyule,-37.71536,145.10205,Northern Metropolitan,8524.0,2017,5
Carlton North,1,u,437000.0,S,Nelson,3.2,1.0,1.0,0.0,56.0,1970.0,Yarra,-37.7798,144.9707,Northern Metropolitan,3106.0,2016,9
Essendon,2,u,606000.0,S,McDonald,8.0,1.0,2.0,0.0,93.0,1972.0,Moonee Valley,-37.7598,144.9128,Western Metropolitan,9264.0,2016,12
Kew,4,h,1950000.0,VB,Kay,5.6,2.0,2.0,400.0,251.0,2000.0,Boroondara,-37.8147,145.0438,Southern Metropolitan,10331.0,2016,8
South Yarra,1,u,540000.0,S,hockingstuart,3.3,1.0,1.0,480.0,53.0,1930.0,Melbourne,-37.8356,144.9767,Southern Metropolitan,14887.0,2016,5
Richmond,4,h,1510000.0,PI,Biggin,2.6,2.0,0.0,0.0,171.0,1900.0,Yarra,-37.8206,145.0099,Northern Metropolitan,14949.0,2017,3
Niddrie,3,t,770000.0,S,Frank,11.2,2.0,1.0,313.0,145.0,2011.0,Moonee Valley,-37.7335,144.8788,Western Metropolitan,2291.0,2016,7
Preston,2,u,515000.0,S,Love,8.8,1.0,1.0,187.0,60.0,2005.0,Darebin,-37.7351,145.0323,Northern Metropolitan,14577.0,2017,2
Kew,3,h,1905000.0,S,Abercromby's,5.6,2.0,2.0,591.0,190.0,1910.0,Boroondara,-37.812,145.0268,Southern Metropolitan,10331.0,2016,5
Carnegie,2,u,632500.0,S,Buxton,11.4,1.0,1.0,99.0,98.0,1965.0,Glen Eira,-37.8946,145.0588,Southern Metropolitan,7822.0,2016,5
Preston,3,h,1186000.0,SP,Nelson,8.8,1.0,1.0,713.0,83.0,1960.0,Darebin,-37.7436,145.0191,Northern Metropolitan,14577.0,2016,5
Caulfield South,2,h,1340000.0,S,Buxton,9.3,1.0,1.0,505.0,117.0,1940.0,Glen Eira,-37.8928,145.0149,Southern Metropolitan,5051.0,2016,9
Ripponlea,2,u,558500.0,SP,Buxton,7.2,1.0,1.0,1453.0,63.0,1970.0,Port Phillip,-37.87827,144.99752,Southern Metropolitan,821.0,2017,7
Melbourne,1,u,333000.0,SP,Biggin,2.8,1.0,0.0,0.0,41.0,2010.0,Melbourne,-37.8122,144.9582,Northern Metropolitan,17496.0,2017,8
Heidelberg Heights,2,h,920000.0,S,Barry,10.5,1.0,3.0,932.0,97.0,1950.0,Banyule,-37.7333,145.0588,Eastern Metropolitan,2947.0,2016,5
Glen Iris,3,h,1931000.0,S,Jellis,9.2,2.0,2.0,648.0,193.0,1975.0,Boroondara,-37.8547,145.0771,Southern Metropolitan,10412.0,2016,8
Preston,2,h,920000.0,SP,hockingstuart,8.8,2.0,2.0,516.0,97.0,1935.0,Darebin,-37.7497,145.011,Northern Metropolitan,14577.0,2016,4
Epping,2,u,503000.0,S,Love,19.6,2.0,2.0,214.0,115.0,2000.0,Whittlesea,-37.651509999999995,145.02815,Northern Metropolitan,10926.0,2017,7
Brighton East,3,h,930000.0,SP,Marshall,10.7,1.0,1.0,329.0,117.0,1930.0,Bayside,-37.9317,145.0218,Southern Metropolitan,6938.0,2016,3
Malvern,3,h,1700000.0,PI,Jellis,5.9,2.0,0.0,312.0,141.0,1920.0,Stonnington,-37.86162,145.03065,Southern Metropolitan,4675.0,2017,5
Hawthorn East,2,u,505000.0,S,Greg,7.5,1.0,1.0,0.0,78.0,1965.0,Boroondara,-37.839,145.0459,Southern Metropolitan,6482.0,2016,6
Ascot Vale,4,h,1480000.0,S,Raine,5.9,2.0,2.0,597.0,180.0,1939.0,Moonee Valley,-37.7757,144.9088,Western Metropolitan,6567.0,2016,9
Prahran,2,h,1250000.0,S,Biggin,4.6,1.0,0.0,192.0,100.0,1910.0,Stonnington,-37.85562,145.00571000000005,Southern Metropolitan,7717.0,2017,12
Brighton,4,t,1630000.0,SP,Biggin,11.2,2.0,2.0,432.0,196.0,2000.0,Bayside,-37.9228,145.0022,Southern Metropolitan,10579.0,2017,2
Port Melbourne,4,h,2700000.0,S,Marshall,3.8,3.0,2.0,317.0,156.0,1900.0,Port Phillip,-37.8346,144.9358,Southern Metropolitan,8648.0,2017,4
Rosanna,2,u,618000.0,S,Miles,11.4,1.0,1.0,151.0,96.0,1980.0,Banyule,-37.7458,145.0609,Eastern Metropolitan,3540.0,2016,11
Coburg,3,h,947000.0,S,Brad,7.8,1.0,1.0,372.0,125.0,1920.0,Moreland,-37.735,144.9581,Northern Metropolitan,11204.0,2016,7
Footscray,4,t,699000.0,VB,Raine,6.4,2.0,2.0,0.0,126.0,2015.0,Maribyrnong,-37.7905,144.8882,Western Metropolitan,7570.0,2016,8
Pascoe Vale,3,t,560000.0,S,Nelson,9.9,2.0,1.0,141.0,94.0,2009.0,Moreland,-37.7177,144.9328,Northern Metropolitan,7485.0,2017,5
Bonbeach,3,h,836000.0,S,Ray,27.0,2.0,2.0,407.0,134.0,1970.0,Kingston,-38.06257,145.1226,South-Eastern Metropolitan,2887.0,2017,3
St Kilda,3,h,1120000.0,PI,hockingstuart,6.1,2.0,2.0,1039.0,133.0,2006.0,Port Phillip,-37.8638,144.982,Southern Metropolitan,13240.0,2017,3
Essendon,4,h,1590000.0,S,Nelson,8.0,3.0,1.0,475.0,272.0,2007.0,Moonee Valley,-37.7418,144.8938,Western Metropolitan,9264.0,2016,12
Avondale Heights,3,h,720000.0,PI,Harcourts,9.5,1.0,1.0,582.0,110.0,1965.0,Moonee Valley,-37.76063,144.8603,Western Metropolitan,4502.0,2017,8
Moonee Ponds,2,u,560000.0,PI,Alexkarbon,6.9,2.0,1.0,0.0,63.0,2015.0,Moonee Valley,-37.7675,144.92,Western Metropolitan,6232.0,2017,8
Pascoe Vale,3,h,738000.0,SP,Brad,9.9,1.0,1.0,821.0,106.0,1974.0,Moreland,-37.7153,144.9418,Northern Metropolitan,7485.0,2016,7
Essendon,2,h,930000.0,S,Barry,8.0,1.0,2.0,225.0,107.0,1990.0,Moonee Valley,-37.7548,144.9113,Western Metropolitan,9264.0,2017,3
Williamstown,4,h,2075000.0,SP,Greg,8.0,3.0,2.0,324.0,229.0,2009.0,Hobsons Bay,-37.8622,144.8884,Western Metropolitan,6380.0,2017,6
Essendon,3,h,1398000.0,SP,Barry,7.5,2.0,1.0,445.0,182.0,1960.0,Moonee Valley,-37.756209999999996,144.93401,Western Metropolitan,9264.0,2017,8
Albanvale,3,h,555000.0,SP,Sweeney,14.0,1.0,3.0,566.0,126.0,1980.0,Brimbank,-37.74306,144.76679,Western Metropolitan,1899.0,2017,7
Footscray,2,u,455000.0,SP,Jas,5.1,1.0,1.0,0.0,62.0,2015.0,Maribyrnong,-37.79975,144.88368,Western Metropolitan,7570.0,2017,12
Fairfield,2,t,805000.0,S,McGrath,5.8,1.0,1.0,140.0,2.0,2008.0,Darebin,-37.7697,145.0203,Northern Metropolitan,2970.0,2016,9
Malvern East,3,h,1680000.0,S,hockingstuart,11.2,2.0,2.0,234.0,201.0,1998.0,Stonnington,-37.8695,145.05,Southern Metropolitan,8801.0,2016,8
Fitzroy North,3,h,1300000.0,S,Collins,3.5,2.0,0.0,127.0,135.0,1890.0,Yarra,-37.7851,144.9809,Northern Metropolitan,6244.0,2016,11
Reservoir,3,h,655000.0,S,Love,11.2,2.0,2.0,456.0,137.0,1970.0,Darebin,-37.7061,145.0308,Northern Metropolitan,21650.0,2017,3
Yarraville,3,t,1040000.0,S,Sweeney,7.0,2.0,0.0,352.0,152.0,2016.0,Maribyrnong,-37.8164,144.8869,Western Metropolitan,6543.0,2016,12
Airport West,3,h,715000.0,S,Rendina,13.5,2.0,2.0,422.0,126.0,1995.0,Moonee Valley,-37.7164,144.8792,Western Metropolitan,3464.0,2017,3
Camberwell,3,h,2250000.0,S,O'Donoghues,7.8,2.0,2.0,656.0,225.0,2009.0,Boroondara,-37.841,145.0824,Southern Metropolitan,8920.0,2016,4
Reservoir,3,h,921500.0,S,Nelson,11.2,2.0,1.0,527.0,177.0,1950.0,Darebin,-37.7238,144.9964,Northern Metropolitan,21650.0,2016,5
Heidelberg West,4,h,758000.0,S,Miles,9.4,1.0,1.0,632.0,152.0,1955.0,Banyule,-37.7466,145.0428,Eastern Metropolitan,2674.0,2016,9
Moonee Ponds,3,u,670000.0,S,Nelson,6.9,2.0,2.0,0.0,120.0,2000.0,Moonee Valley,-37.7672,144.9209,Western Metropolitan,6232.0,2016,3
Carnegie,2,t,707000.0,SA,Ray,11.4,1.0,1.0,144.0,96.0,2000.0,Glen Eira,-37.891999999999996,145.0482,Southern Metropolitan,7822.0,2016,8
Glenroy,3,h,711500.0,S,Stockdale,13.0,1.0,3.0,667.0,81.0,1950.0,Moreland,-37.7005,144.9185,Northern Metropolitan,8870.0,2016,10
Brunswick West,3,h,1190000.0,S,Nelson,5.9,1.0,1.0,0.0,119.0,1920.0,Moreland,-37.7564,144.9422,Northern Metropolitan,7082.0,2016,3
Sunshine West,4,h,685000.0,S,Bells,13.5,2.0,2.0,572.0,184.0,1967.0,Brimbank,-37.7912,144.7979,Western Metropolitan,6763.0,2017,5
Maribyrnong,2,u,420000.0,SP,Biggin,8.7,1.0,2.0,5661.0,103.0,1940.0,Maribyrnong,-37.773,144.8806,Western Metropolitan,4918.0,2016,7
Kings Park,5,h,520000.0,SP,Ray,14.0,2.0,3.0,545.0,171.0,1972.0,Brimbank,-37.7323,144.77861000000001,Western Metropolitan,2878.0,2017,5
Collingwood,1,u,415000.0,SP,Biggin,1.6,1.0,1.0,3701.0,62.0,2005.0,Yarra,-37.809,144.9911,Northern Metropolitan,4553.0,2016,7
Fitzroy,2,h,800000.0,VB,Harrington,1.6,2.0,1.0,64.0,138.0,1995.0,Yarra,-37.7956,144.9804,Northern Metropolitan,5825.0,2016,6
Mill Park,3,h,592000.0,S,Harcourts,17.9,1.0,1.0,622.0,128.0,1992.0,Whittlesea,-37.66294,145.06301000000005,Northern Metropolitan,10529.0,2017,8
Altona,3,t,765000.0,S,Williams,11.0,2.0,2.0,200.0,139.0,2007.0,Hobsons Bay,-37.86837,144.81502,Western Metropolitan,5301.0,2017,6
Camberwell,3,h,2000000.0,S,Jellis,7.8,1.0,2.0,821.0,105.0,1925.0,Boroondara,-37.8459,145.0644,Southern Metropolitan,8920.0,2016,12
Mill Park,3,h,668000.0,S,Ray,17.9,2.0,1.0,555.0,196.0,1990.0,Whittlesea,-37.6764,145.05085,Northern Metropolitan,10529.0,2017,7
Albert Park,3,h,2000000.0,PI,Marshall,3.3,1.0,1.0,238.0,131.0,1890.0,Port Phillip,-37.8461,144.9528,Southern Metropolitan,3280.0,2016,9
Ashwood,2,u,700000.0,S,hockingstuart,12.2,1.0,2.0,192.0,88.0,2007.0,Monash,-37.8709,145.102,Southern Metropolitan,2894.0,2016,8
Port Melbourne,2,h,1150000.0,S,Marshall,3.8,1.0,0.0,82.0,90.0,1910.0,Port Phillip,-37.8361,144.9403,Southern Metropolitan,8648.0,2017,3
Craigieburn,3,h,515500.0,S,RE,20.6,1.0,4.0,651.0,117.0,1990.0,Hume,-37.60329,144.93948,Northern Metropolitan,15510.0,2017,1
Chadstone,3,t,905000.0,S,Buxton,13.6,1.0,2.0,418.0,132.0,1955.0,Monash,-37.885999999999996,145.096,Southern Metropolitan,3582.0,2017,5
Spotswood,4,h,850000.0,VB,RT,7.7,2.0,0.0,389.0,158.0,1990.0,Hobsons Bay,-37.8284,144.8861,Western Metropolitan,1223.0,2016,12
Newport,3,t,770000.0,S,Greg,8.4,2.0,2.0,224.0,132.0,2015.0,Hobsons Bay,-37.8424,144.8653,Western Metropolitan,5498.0,2016,11
Abbotsford,2,h,1242000.0,S,Nelson,2.5,1.0,1.0,249.0,98.0,1940.0,Yarra,-37.8052,144.9963,Northern Metropolitan,4019.0,2017,4
Parkville,2,h,2200000.0,S,Collins,2.6,2.0,1.0,190.0,172.0,1875.0,Melbourne,-37.7928,144.9575,Northern Metropolitan,2309.0,2016,10
North Melbourne,2,u,785000.0,S,Nelson,1.8,2.0,1.0,0.0,95.0,2008.0,Melbourne,-37.80202,144.95103999999995,Northern Metropolitan,6821.0,2017,8
Richmond,2,u,800000.0,VB,hockingstuart,2.4,2.0,2.0,0.0,89.0,2008.0,Yarra,-37.82201,145.0104,Northern Metropolitan,14949.0,2017,7
Surrey Hills,4,h,2125000.0,PI,Marshall,11.2,2.0,2.0,702.0,239.0,1927.0,Boroondara,-37.8345,145.095,Southern Metropolitan,5457.0,2016,5
Collingwood,2,h,1080000.0,S,Nelson,2.0,1.0,0.0,0.0,94.0,1890.0,Yarra,-37.79589,144.98863,Northern Metropolitan,4553.0,2017,7
Thornbury,2,h,1211000.0,S,hockingstuart,6.5,1.0,0.0,302.0,97.0,1915.0,Darebin,-37.7549,145.0035,Northern Metropolitan,8870.0,2017,2
Strathmore Heights,4,h,931999.0,S,Nelson,12.5,3.0,2.0,528.0,192.0,1966.0,Moonee Valley,-37.7137,144.8987,Western Metropolitan,389.0,2016,12
Hadfield,3,t,510000.0,PI,Raine,12.1,2.0,2.0,234.0,115.0,2012.0,Moreland,-37.707,144.9411,Northern Metropolitan,2606.0,2016,4
Preston,2,h,770000.0,S,Jellis,8.8,2.0,1.0,76.0,129.0,2013.0,Darebin,-37.7443,145.0015,Northern Metropolitan,14577.0,2016,6
Sunshine,3,h,780000.0,S,Sweeney,12.6,1.0,0.0,486.0,115.0,1943.0,Brimbank,-37.7886,144.8438,Western Metropolitan,3755.0,2017,4
Brunswick,3,h,1340000.0,S,Nelson,5.2,1.0,1.0,316.0,132.0,1910.0,Moreland,-37.7741,144.9703,Northern Metropolitan,11918.0,2016,11
Brunswick,3,h,1170000.0,S,Nelson,5.2,1.0,0.0,285.0,104.0,1890.0,Moreland,-37.7634,144.9593,Northern Metropolitan,11918.0,2016,7
Abbotsford,3,h,1465000.0,SP,Biggin,2.5,2.0,0.0,134.0,150.0,1900.0,Yarra,-37.8093,144.9944,Northern Metropolitan,4019.0,2017,4
Kew,2,u,591000.0,S,Nelson,5.4,1.0,2.0,0.0,90.0,1887.0,Boroondara,-37.794129999999996,145.02382,Southern Metropolitan,10331.0,2017,7
Brunswick,3,h,1204000.0,S,Nelson,5.2,1.0,0.0,186.0,101.0,1890.0,Moreland,-37.76227,144.95649,Northern Metropolitan,11918.0,2017,6
Sunshine West,3,t,450000.0,SP,Douglas,13.5,3.0,1.0,344.0,178.0,2004.0,Brimbank,-37.7967,144.8083,Western Metropolitan,6763.0,2016,4
Doncaster,4,h,1868000.0,S,hockingstuart,13.9,2.0,2.0,925.0,218.0,1960.0,Manningham,-37.7869,145.1183,Eastern Metropolitan,9028.0,2016,7
Albert Park,1,h,985000.0,S,Marshall,3.3,1.0,0.0,81.0,54.0,1900.0,Port Phillip,-37.8411,144.9497,Southern Metropolitan,3280.0,2016,7
West Melbourne,2,u,620000.0,S,Jellis,1.9,1.0,1.0,0.0,83.0,2002.0,Melbourne,-37.8091,144.952,Northern Metropolitan,2230.0,2016,5
Box Hill,4,h,1670000.0,S,Marshall,13.1,2.0,2.0,590.0,231.0,1924.0,Whitehorse,-37.8274,145.1242,Eastern Metropolitan,4605.0,2017,2
Glen Iris,5,h,2410000.0,PI,Marshall,9.2,2.0,2.0,654.0,354.0,2015.0,Boroondara,-37.8515,145.0922,Southern Metropolitan,10412.0,2016,11
Glenroy,5,t,645000.0,S,Barry,13.0,1.0,1.0,227.0,152.0,2013.0,Moreland,-37.6979,144.941,Northern Metropolitan,8870.0,2017,5
Strathmore,7,h,2000000.0,SP,Nelson,8.2,3.0,4.0,608.0,355.0,1999.0,Moonee Valley,-37.73681,144.90587,Western Metropolitan,3284.0,2017,12
Moonee Ponds,3,t,1345000.0,SP,Barry,6.9,2.0,1.0,310.0,287.0,1930.0,Moonee Valley,-37.7639,144.9126,Western Metropolitan,6232.0,2016,5
Moonee Ponds,3,h,1240000.0,S,McDonald,6.9,2.0,2.0,275.0,106.0,1880.0,Moonee Valley,-37.766999999999996,144.9108,Western Metropolitan,6232.0,2017,4
Glenroy,3,t,550000.0,SP,Stockdale,13.0,2.0,2.0,212.0,129.0,2010.0,Moreland,-37.7073,144.9277,Northern Metropolitan,8870.0,2016,8
Bentleigh East,4,h,1698888.0,S,hockingstuart,13.9,2.0,2.0,598.0,337.0,2006.0,Glen Eira,-37.9138,145.0774,Southern Metropolitan,10969.0,2016,8
Melton West,4,h,600000.0,S,hockingstuart,31.7,2.0,2.0,935.0,210.0,2005.0,Melton,-37.68503,144.54237,Northern Victoria,6065.0,2017,12
Balwyn,5,h,2450000.0,S,Marshall,9.7,2.0,2.0,981.0,260.0,1960.0,Boroondara,-37.8058,145.0627,Southern Metropolitan,5682.0,2016,5
Brunswick,3,h,1050000.0,SP,Nelson,5.2,1.0,1.0,239.0,126.0,1910.0,Moreland,-37.7776,144.963,Northern Metropolitan,11918.0,2016,9
Glen Iris,4,h,1857000.0,S,Kay,9.2,2.0,3.0,548.0,205.0,1930.0,Stonnington,-37.8536,145.0547,Southern Metropolitan,10412.0,2017,2
Yarraville,4,h,1407000.0,S,Village,6.3,2.0,2.0,446.0,152.0,1955.0,Maribyrnong,-37.81845,144.87464,Western Metropolitan,6543.0,2017,7
